,id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,sqft_living15,sqft_lot15
2225,1778350270,665000.0,3,2.5,2630,10047,2.0,2630,0,1996,2640,10620
8973,8691500410,340000.0,3,2.5,2480,6112,2.0,2480,0,2004,3220,6727
17755,9169600043,765000.0,3,1.75,2190,6450,1.0,1480,710,1957,2190,6450
20297,100300500,333000.0,3,2.5,1520,3041,2.0,1520,0,2009,1820,3229
18826,3221069054,760000.0,3,2.5,4040,147856,2.0,4040,0,2004,3000,125452
9279,4443800385,410000.0,2,1.0,1480,4080,1.0,1050,430,1949,1310,4080
17872,7922710450,731000.0,5,2.5,3670,8960,1.5,3670,0,1973,2340,9425
10184,7880020030,725000.0,4,2.5,3040,35201,2.0,3040,0,1987,2990,35416
7220,3288020050,355000.0,4,2.5,1890,7867,2.0,1890,0,1996,2250,7867
3204,4136980090,537000.0,4,4.25,4883,26040,2.0,3859,1024,2006,3736,9870
2549,1687000240,276000.0,3,2.5,2495,4400,2.0,2495,0,2007,2434,4400
19316,7812801785,221347.0,3,2.0,1580,6655,1.0,790,790,1944,1090,6655
3886,1126059144,730000.0,3,2.25,2040,130680,2.0,2040,0,1977,3080,39630
12034,792500260,430000.0,2,2.0,1440,213008,2.0,1440,0,1990,1630,161172
9085,3222049055,650000.0,3,1.75,2800,19386,1.0,1400,1400,1965,3270,31450
4671,8635750090,668500.0,4,2.5,2710,5500,2.0,2710,0,1999,2710,6242
8966,2767601280,848750.0,6,3.75,3160,5000,2.0,3160,0,1989,1740,5000
12223,5347200162,210000.0,2,1.5,880,1157,2.0,880,0,2007,1070,1203
13681,7503800210,295000.0,4,2.5,1677,7209,2.0,1677,0,2011,2236,7209
15405,3394100020,990000.0,4,2.5,3140,11049,2.0,3140,0,1988,2750,11049
10548,7663700783,369500.0,3,1.5,1650,9957,1.0,1100,550,1961,1650,7957
10925,9454200030,734000.0,4,2.75,3090,7650,2.0,2340,750,1959,2760,10370
15508,3791500050,405000.0,3,1.5,1240,9975,1.0,1240,0,1977,1390,10735
17141,582000185,655000.0,3,1.75,1960,5520,1.0,1080,880,1952,1720,5760
601,3211230260,399950.0,4,2.0,2420,31465,1.0,2420,0,1984,2560,32186
14395,323059103,425000.0,3,2.5,1230,23522,1.0,1230,0,1978,2340,23522
2167,7297700055,306000.0,3,1.0,1190,10350,1.0,1190,0,1959,1850,10500
10048,1545805460,252000.0,3,2.0,1370,7500,1.0,1370,0,1997,1420,7500
19266,2341800195,302000.0,2,1.0,890,5000,1.0,890,0,1947,1160,5000
18336,6648700150,285000.0,4,1.75,2130,8151,1.0,1330,800,1967,1600,8587
20897,3860900035,1940000.0,5,3.5,4230,16526,2.0,4230,0,2008,3000,12362
21493,1980200236,649950.0,3,2.5,2420,6847,2.0,2420,0,2009,1180,8100
17542,1180002745,285000.0,3,1.75,2380,6000,1.5,1320,1060,1935,1290,6000
2624,3275890310,677100.0,3,2.0,2110,9199,1.0,2110,0,1993,3130,8841
6165,6840701100,382000.0,4,1.0,1740,4400,1.5,1740,0,1924,1590,4400
17067,8651402750,219950.0,3,1.5,1210,5200,1.0,1210,0,1969,1120,5200
741,1588600045,459000.0,2,1.75,1170,4887,1.0,1020,150,1929,1170,5441
411,2422029094,517534.0,2,1.0,833,143947,1.0,833,0,2006,1380,143947
19048,1702901500,365000.0,2,1.0,920,6600,1.0,920,0,1910,1370,5500
14888,3755100005,310000.0,3,2.0,2010,12950,1.0,2010,0,1953,1490,10181
12428,3624039074,430000.0,3,1.0,1210,5200,1.0,1210,0,1941,890,5200
15459,7950302995,497950.0,4,2.5,1950,3000,2.0,1550,400,1998,1540,4300
10192,5273200060,716528.0,3,1.5,1750,5400,1.0,1050,700,1952,1750,5400
17268,8025700460,279000.0,4,1.75,1840,7275,1.0,1090,750,1976,1840,7275
4974,280610020,825000.0,4,3.25,4110,14219,2.0,2570,1540,1979,2760,12283
14366,3333002450,165000.0,1,1.0,850,8050,1.0,850,0,1906,1590,5180
2760,7379600240,615000.0,3,1.75,1950,8480,1.0,1250,700,1962,1740,8480
13118,4058802300,300000.0,4,2.0,2360,7440,1.0,1180,1180,1955,1680,7800
12574,302000065,184000.0,3,1.0,970,14850,1.0,970,0,1968,1410,14850
14650,9527000180,625000.0,4,3.0,2530,5625,1.0,1470,1060,1976,1840,7070
4193,3626039403,360000.0,3,1.5,1340,1110,2.0,1040,300,1999,1220,1110
9071,9510900360,260000.0,3,2.0,1920,8075,1.0,1510,410,1969,1920,7826
14724,2310040230,350000.0,4,2.25,2220,6953,2.0,2220,0,1999,2240,6716
3105,7308900490,650000.0,3,2.5,2540,8073,1.0,1880,660,1937,2110,7702
17805,2206900065,380000.0,3,1.5,1430,11173,1.0,1430,0,1955,1520,11659
8886,324059161,920000.0,4,2.5,3810,13579,2.0,3810,0,2003,3310,9270
4579,7345310100,238000.0,4,1.75,1650,6900,1.0,910,740,1978,1540,7645
9469,2422049107,350000.0,4,1.75,2250,13515,1.0,2150,100,1940,2150,12508
15410,8146100095,839000.0,3,1.0,1230,12305,1.0,1230,0,1955,2100,7960
4168,87000283,359950.0,3,2.5,1980,7800,2.0,1980,0,1999,1700,20580
15704,7937600010,322000.0,4,1.0,1750,68841,1.0,1750,0,1942,1550,32799
2078,2618300350,199000.0,3,1.0,1390,12145,1.0,1390,0,1964,1030,10800
6551,224069102,615000.0,3,2.0,1860,42800,1.0,930,930,1983,1980,11250
3882,7129302095,265000.0,3,1.0,1122,6554,1.5,1122,0,1900,1610,5650
9252,7352200025,1190000.0,2,1.75,2080,8112,1.0,1040,1040,1939,2030,8408
13674,6163900333,338000.0,3,1.75,1250,7710,1.0,1250,0,1947,1340,7710
20377,3528960020,673000.0,3,2.75,2830,3496,2.0,2830,0,2012,2160,3501
8805,1687000220,285000.0,4,2.5,2434,4400,2.0,2434,0,2007,2434,4400
10168,4141400030,605000.0,4,1.75,2250,10108,1.0,2250,0,1967,2050,9750
2522,1822500160,356500.0,4,2.5,2570,11473,2.0,2570,0,2008,2430,5997
6325,5467910190,325000.0,3,1.75,1780,13095,1.0,1780,0,1983,2750,13095
13473,9331800580,257000.0,2,1.0,1000,3700,1.0,800,200,1929,1270,5000
17614,2407000405,228500.0,3,1.0,1080,7486,1.5,990,90,1942,1170,7800
16970,5466700290,288000.0,3,2.25,2090,7500,1.0,1280,810,1977,1800,7350
20868,3026059361,479000.0,2,2.5,1741,1439,2.0,1446,295,2007,2090,10454
8993,1523069096,459900.0,3,1.75,2340,51836,1.5,1510,830,1978,2060,77536
10432,3876312010,449500.0,5,2.75,2040,7488,1.0,1200,840,1969,1530,7488
10163,8832900135,769000.0,5,2.25,3320,13138,1.0,1900,1420,1964,2820,13138
17889,9238900616,680000.0,3,1.75,1760,8400,1.0,1460,300,1960,1980,8400
13246,4142450040,293500.0,3,2.5,1610,5024,2.0,1610,0,2004,1790,3717
7958,9282800065,203000.0,3,1.75,1190,6000,1.0,1190,0,1952,1200,6000
14227,5379800862,360000.0,5,3.0,2480,7200,1.0,1560,920,1999,1910,9432
5564,2459950010,258000.0,3,2.0,1390,7200,1.0,1390,0,1996,1630,7340
2154,4435000520,245990.0,3,1.0,1040,8410,1.0,1040,0,1942,1350,8410
5701,1552800010,352000.0,5,2.75,2980,9838,1.0,1710,1270,1968,2240,9838
21058,7549800543,300000.0,3,3.25,1470,1235,2.0,1180,290,2008,1470,1243
6346,9828200460,430000.0,2,1.0,700,4800,1.0,700,0,1922,1440,4800
2298,6345000160,900000.0,5,3.0,4350,37169,2.0,2950,1400,1972,3280,41631
3168,7129304105,285000.0,4,2.0,1760,5500,1.0,780,980,1925,1510,5500
9405,4302201005,353900.0,3,1.75,1560,5760,1.0,780,780,1927,1320,7680
8704,2450500110,780000.0,4,1.75,2480,9195,1.0,1390,1090,1950,2440,9195
4767,5166700050,600000.0,5,2.25,2760,6350,1.0,1380,1380,1958,2060,6342
19979,1085623710,447055.0,4,2.5,2448,4949,2.0,2448,0,2014,2815,5446
9805,1123049129,284200.0,3,1.75,1540,6632,1.0,1070,470,1959,2510,6618
896,8566100200,980000.0,5,2.5,3160,11470,1.0,1780,1380,1971,3260,11470
7267,1774000780,469500.0,4,2.75,1930,13041,1.0,1180,750,1980,1880,10234
20357,9492500170,879950.0,4,2.75,3020,7203,2.0,3020,0,2014,3010,7215
18845,686530530,570000.0,5,1.75,2510,9750,1.5,2510,0,1969,1900,9750
707,4022907770,550000.0,4,1.75,2480,14782,1.0,1460,1020,1958,2910,10800
9138,6052400975,325000.0,3,1.0,1590,8160,1.0,1090,500,1954,1540,10500
10443,3438502501,400000.0,5,2.5,2510,7525,1.5,1710,800,1929,1270,6741
20729,3758900023,1130000.0,4,3.25,3810,8519,1.0,2680,1130,2007,3240,10748
19248,1645000580,270000.0,4,2.5,1900,8282,1.0,1900,0,1968,1420,8350
10863,8099200030,232000.0,3,1.5,1390,11340,1.0,1390,0,1963,1740,11340
14563,7635801371,540000.0,4,1.5,2993,19400,2.0,2233,760,1921,2060,15100
205,3456000310,840000.0,4,1.75,2480,11010,1.0,1630,850,1966,2770,10744
7068,2025059150,1038000.0,4,1.75,1440,13296,1.0,1440,0,1967,3520,10802
11448,2624039114,360000.0,2,1.0,1120,12625,1.0,1120,0,1940,1880,6828
8029,3348401095,210000.0,4,1.75,2090,6485,1.0,1280,810,1956,2190,9600
16494,6633900170,595000.0,3,2.5,1750,3354,2.0,1750,0,1991,1750,4286
1791,2600000510,686000.0,4,2.25,2130,10650,2.0,2130,0,1977,3380,10050
17395,9414700020,331000.0,4,3.0,2483,5701,2.0,2483,0,2005,2075,5720
2677,3204800520,399500.0,3,1.75,1410,7700,1.0,1410,0,1967,1560,7700
3538,1844500025,355000.0,4,1.0,1410,7693,1.5,1410,0,1953,1330,8395
17853,4137010590,420000.0,4,2.5,3040,24123,2.0,3040,0,1999,2420,10026
16149,8564950280,533000.0,3,2.5,2810,4607,2.0,2810,0,2004,2540,4871
16627,1338800491,799500.0,4,2.5,2760,5750,2.0,2760,0,1993,2760,5390
6392,4058801702,800000.0,4,2.5,4940,10037,1.0,3450,1490,1953,2430,9272
1005,461004720,563000.0,3,2.0,1380,5000,1.5,1380,0,1917,1350,5000
13685,3123059107,555000.0,3,2.5,3050,158558,1.0,3050,0,1987,2960,31050
15769,6819100380,642000.0,3,1.0,1040,4480,1.0,870,170,1924,1730,4200
12204,1193000390,1300000.0,5,4.0,3366,7800,2.5,2966,400,1937,2340,6000
2771,3450300270,268000.0,5,1.75,1730,10368,1.0,1010,720,1963,1730,7728
12643,3110800040,269900.0,3,2.25,1740,9672,1.0,1110,630,1963,1640,9600
18813,1437910090,520000.0,4,2.5,2410,6440,1.0,1550,860,1974,2330,6938
6136,3645500050,543000.0,3,2.5,2090,7640,1.0,1360,730,1962,2090,7668
19589,4338800600,235000.0,3,1.0,1590,13000,1.5,1590,0,1944,1460,8400
7877,2114700530,360000.0,4,1.0,1460,3840,1.5,1340,120,1928,990,4200
14695,6381500450,380950.0,2,1.0,1430,7819,1.0,1110,320,1944,1380,7473
12407,9206950200,352000.0,2,2.5,1320,1957,1.0,660,660,2004,1420,2198
4356,4232900940,926300.0,3,1.5,1660,4800,2.0,1660,0,1907,1690,4000
7172,1025049174,1255000.0,4,2.5,3200,7535,2.0,3200,0,2006,1650,6850
10772,7774200070,725000.0,4,2.5,2750,13950,1.0,1380,1370,1948,2460,13950
9888,1231000310,713000.0,1,1.0,1180,4000,1.5,840,340,1910,1420,4000
19788,8155870200,349900.0,4,2.5,2052,3723,2.0,2052,0,2014,2052,5250
9195,7935000625,975000.0,3,2.5,2530,7000,2.5,2530,0,1915,2380,7000
13475,2426049079,330000.0,3,1.0,1060,20040,1.0,1060,0,1943,1768,10800
12495,4037500230,400000.0,5,2.25,2070,10488,1.0,1080,990,1958,1740,9225
13614,2331550120,310000.0,4,2.5,2440,7093,2.0,2440,0,1999,1860,6072
12029,7974200765,485000.0,3,1.0,1020,6120,1.0,1020,0,1941,2370,6695
2101,686200510,643000.0,3,2.75,2030,7700,1.0,1400,630,1965,1780,8160
15274,4024100670,605000.0,3,2.25,2260,17114,2.0,2260,0,1990,2360,14893
4197,3834500195,527000.0,6,3.5,3000,8401,1.0,1500,1500,1979,1400,8403
7495,3526059115,515000.0,5,3.0,2670,11761,1.0,1370,1300,1981,2580,10703
9842,7950304075,225000.0,4,1.0,1150,6000,1.5,1150,0,1907,840,3030
18602,1386800054,283450.0,5,2.75,2770,6116,1.0,1490,1280,1979,1920,6486
4045,9834200165,704300.0,4,1.5,1790,4080,1.5,1790,0,1928,1710,4080
8865,6147650300,270000.0,3,2.25,2100,14027,2.0,2100,0,1979,2730,5999
14628,6891800360,609000.0,3,2.5,2630,10131,2.0,2630,0,1989,2800,10123
2730,9170500060,649000.0,4,2.0,2240,11040,1.0,1120,1120,1961,1790,11040
1664,65000260,830000.0,3,2.5,3370,6550,2.0,2840,530,1912,1500,6550
16016,7784400130,497300.0,6,2.75,3200,9200,1.0,1600,1600,1953,2220,9500
1476,7941140070,400000.0,3,2.25,1500,2692,2.0,1500,0,1986,1470,2418
18296,2122049096,182500.0,2,1.0,1040,13920,1.0,1040,0,1973,1100,7575
21326,6003000851,353000.0,1,1.0,550,1279,2.0,550,0,2008,1460,1385
4851,7203220050,988830.0,5,3.25,4115,7910,2.0,4115,0,2014,3950,6765
11304,8898700960,329950.0,3,2.5,1820,8085,2.0,1820,0,1983,1860,8625
50,5245600105,228000.0,3,1.0,1190,9199,1.0,1190,0,1955,1190,9364
5135,3530470190,220000.0,1,1.5,1100,3451,1.5,1100,0,1978,1400,4560
14705,7883603965,315000.0,4,2.0,1210,4250,1.0,1210,0,1941,1210,6000
1686,4022902505,470000.0,3,2.25,2220,9800,2.0,2220,0,1987,2420,10232
9755,3211100240,349000.0,4,1.75,1700,7800,1.0,1120,580,1981,1560,7800
4572,5119010090,549900.0,5,2.75,3060,7015,1.0,1600,1460,1979,2190,7600
4398,3821000100,249950.0,4,1.75,1620,10530,1.0,1620,0,1968,1890,9975
5436,7301300050,375000.0,3,2.5,1930,6180,1.0,1330,600,1961,1940,6180
724,2171400197,350000.0,5,3.0,2520,5500,1.0,1550,970,2004,1700,8000
14352,9471201175,1580000.0,4,3.25,3760,10920,1.5,2400,1360,1950,3430,11050
2805,2473450200,385000.0,4,3.0,2740,10925,1.0,1670,1070,1980,2330,9940
9913,2258500045,317500.0,2,1.0,1000,5120,1.0,1000,0,1902,1940,4300
10897,1139000400,430000.0,3,1.5,1550,5034,2.0,1550,0,1922,1820,7200
17163,3298701025,135000.0,2,1.0,750,5217,1.0,750,0,1943,760,4440
1026,1498302774,271310.0,2,1.0,870,5340,1.5,870,0,1906,1190,4440
17237,9276200190,569950.0,5,1.0,1420,6250,1.5,1420,0,1926,1420,6250
11127,2909300240,725000.0,3,2.5,2810,6300,2.0,2810,0,2001,2860,6630
20713,1250200693,515000.0,3,3.0,2100,2409,2.0,1660,440,2008,1900,2400
5627,3101500010,320000.0,2,1.0,950,4000,1.0,950,0,1910,1480,4000
5031,2557000630,266000.0,4,2.25,1995,7102,2.0,1995,0,1981,1880,7950
5863,1324300091,370000.0,3,1.0,800,2296,1.0,800,0,1908,1480,1472
15541,2826049260,482500.0,4,3.0,1630,7626,1.0,1110,520,1990,1630,8082
19748,3342100421,745000.0,4,2.5,3170,5100,2.0,3170,0,2012,1580,5100
123,3524049083,445000.0,4,1.75,2100,4400,1.5,1720,380,1924,1850,4400
1247,9103000393,1225000.0,5,4.5,3732,4426,2.5,2932,800,2001,2950,4000
820,3121059033,325000.0,3,1.0,1490,57381,1.5,1490,0,1932,1580,101529
580,7853240200,619000.0,3,2.5,2720,6439,2.0,2720,0,2005,3180,7320
8603,7950700120,279000.0,4,2.0,1980,10051,1.0,1980,0,1969,1520,10125
14091,1822059057,152000.0,2,1.0,700,13500,1.0,700,0,1920,1600,10124
9876,1219000473,164950.0,3,1.75,1570,15330,1.0,1080,490,1956,1250,13330
13083,9272201385,677500.0,5,1.0,2340,4730,2.0,1810,530,1918,2100,4970
17177,1336800185,1185000.0,3,2.75,2500,5568,2.0,2500,0,1905,2810,5568
21108,9268851630,520000.0,3,3.25,1540,1487,2.0,1540,0,2011,1620,1104
2948,2788400315,265000.0,3,1.0,1400,9460,1.0,1060,340,1961,1570,7700
4731,3529000930,530000.0,4,2.5,2050,6360,2.0,2050,0,1988,2070,7541
14384,5631500967,476000.0,4,1.75,2340,17541,1.0,1360,980,1956,2250,9212
8441,2188201010,245000.0,3,2.25,1530,12000,1.0,1070,460,1979,2140,13636
8763,8562970040,655000.0,5,3.25,3690,12353,2.0,3690,0,1977,2290,9082
10399,4415600030,433000.0,3,2.75,2000,7200,1.0,1000,1000,1954,1440,7200
1959,2473251170,302000.0,4,1.75,1530,17664,1.5,1530,0,1968,1530,11625
15170,7511200020,509900.0,3,1.75,1690,53578,1.0,1690,0,1984,2290,52707
14895,1163400020,251000.0,3,1.5,1590,21600,1.5,1590,0,1971,1780,21600
9511,5412400180,267500.0,3,2.5,1400,7629,1.0,1120,280,1988,1530,7688
19812,255450400,326989.0,3,2.5,2060,4200,2.0,2060,0,2014,2370,4200
8922,1687000210,275000.0,3,2.5,2497,4400,2.0,2497,0,2007,2434,4400
19705,6749700004,291000.0,2,1.0,840,863,3.0,840,0,2008,1110,1190
2541,2738650030,552500.0,3,2.5,2450,3582,2.0,2450,0,2008,2490,5449
5348,9136100420,767500.0,4,2.0,2350,4815,1.5,1450,900,1914,1640,4013
19178,1924069115,873000.0,3,2.25,2720,54450,2.0,2720,0,1997,3170,60548
13175,714000155,670000.0,3,1.0,1710,6195,1.0,1410,300,1946,1610,6195
12425,904000045,1289000.0,3,2.5,2190,11394,1.0,1550,640,1956,2190,9540
930,3395070640,300000.0,3,2.5,1320,2614,2.0,1320,0,2005,1320,2533
14982,6308000010,585000.0,3,2.5,2290,5089,2.0,2290,0,2001,2290,7984
16900,2695600130,355000.0,2,1.0,1250,4558,1.0,1250,0,1948,1180,4494
13033,3626039279,395000.0,2,1.0,960,6700,1.0,960,0,1951,1350,6700
8161,1623089039,275000.0,2,1.0,900,57063,1.0,900,0,1938,1440,268765
20432,3438501327,352500.0,2,2.5,1570,2399,2.0,1180,390,2009,1590,2306
8654,8118600025,552500.0,4,1.0,1560,7980,1.0,1170,390,1939,1570,7980
19707,7625703435,885000.0,3,2.25,2940,6500,3.0,2940,0,2014,1680,6500
18021,1807900300,830000.0,6,3.0,2530,9000,1.0,2530,0,1978,1886,6000
14024,1862900360,315000.0,3,2.5,1950,9618,2.0,1950,0,1992,1890,7133
19883,2768100186,515000.0,3,3.5,1360,1419,2.0,1040,320,2007,1560,1977
19686,2524059269,915000.0,6,3.75,2930,14980,2.0,2930,0,2013,3210,10787
17180,1126059108,1200000.0,4,3.5,3930,43560,2.0,3930,0,2003,2860,36460
15063,7856610130,840000.0,4,2.25,2720,8712,2.0,2720,0,1976,2470,8714
9792,7203000200,325000.0,3,1.5,1890,7650,1.0,1890,0,1966,1510,7560
1464,3630120700,757000.0,3,3.25,3190,5283,2.0,3190,0,2007,2950,5198
8416,1612500090,225800.0,4,1.0,1100,7110,1.0,880,220,1907,1150,7110
7827,3586500620,685000.0,4,2.5,2650,25248,1.0,2330,320,1954,3020,23135
8958,5207200360,420000.0,2,1.0,930,5368,1.0,930,0,1953,1770,6000
7660,6675500035,435000.0,3,1.75,1500,8173,1.0,1500,0,1997,1970,8173
18852,1781500385,296500.0,3,1.0,1280,5100,1.0,1280,0,1948,1380,7140
6252,1150900080,846450.0,4,2.5,3710,7491,2.0,3710,0,2003,3040,7491
13993,9541600355,880000.0,4,2.5,3070,8250,1.0,2100,970,1958,2270,8800
16334,7525530670,745000.0,4,2.5,3130,10860,2.0,3130,0,1990,3130,10860
19139,844000375,335000.0,4,1.5,3160,19745,1.5,1840,1320,1968,1540,8611
20919,9578140180,329950.0,3,2.5,2456,7566,2.0,2456,0,2012,2478,7212
18347,9558041130,345000.0,3,2.5,1870,3584,2.0,1870,0,2003,1900,3920
12610,1788800910,190000.0,3,1.0,1200,10458,1.0,1200,0,1961,1160,9000
6271,9550200225,625000.0,3,1.5,1230,3060,1.0,910,320,1927,1260,4488
1837,8643200055,243000.0,3,1.75,1790,12000,1.0,1040,750,1960,1840,12000
17134,6143000020,299000.0,3,1.75,1910,17003,1.5,1910,0,1963,1820,14806
6077,8941100095,1112500.0,6,4.0,3600,6224,2.0,2610,990,1945,1430,6224
5952,3630010020,376000.0,3,2.0,1540,1827,2.0,1540,0,2005,1560,2058
20879,2895800610,352800.0,4,2.25,1800,2752,2.0,1800,0,2014,1650,2752
49,822039084,1350000.0,3,2.5,2753,65005,1.0,2165,588,1953,2680,72513
16338,5423600080,540000.0,3,2.5,1720,11656,2.0,1720,0,1987,1890,10336
8835,3992700775,410000.0,4,2.0,1490,13736,1.0,1490,0,1942,2040,7200
19140,3816700150,430000.0,3,2.0,2350,12480,1.0,1600,750,1981,2160,12000
9387,4083302485,913000.0,3,1.75,2170,4000,1.0,1110,1060,1925,1890,4000
11840,5127000810,305495.0,3,1.75,2110,10200,2.0,2110,0,1966,1800,10200
5099,1725059182,1150000.0,4,2.5,3340,10422,2.0,3340,0,1996,1770,9490
13096,9485930120,390000.0,3,2.25,2270,32112,1.0,1740,530,1980,2310,41606
8008,293850040,495500.0,3,2.5,3190,7828,2.0,3190,0,2006,2970,7828
10455,8731981940,415000.0,4,2.25,2520,8000,1.0,1680,840,1970,2300,8000
4742,3330501545,330000.0,2,1.0,950,3090,1.0,950,0,1909,1230,4120
13571,1026069061,682000.0,4,2.5,3600,203425,2.0,3400,200,1979,3150,202989
12274,8121200710,480000.0,3,2.25,1950,8892,2.0,1950,0,1983,1900,8750
19163,3764390100,434000.0,3,2.75,1830,3200,2.0,1830,0,1991,2030,3331
5464,9493200010,347000.0,3,1.0,1270,8400,1.0,1270,0,1955,1390,8400
20469,2902201301,664950.0,2,1.75,1180,900,2.0,780,400,2014,1380,3610
15085,3444120130,399950.0,4,2.75,3210,41689,1.0,1610,1600,1989,2100,41384
3698,5256500025,457000.0,4,1.75,2100,10358,1.0,1280,820,1959,2080,9000
7298,4022902715,525000.0,5,3.25,2480,10277,2.0,1640,840,1993,2270,10277
3451,871001500,735000.0,4,2.25,2270,5102,1.0,1340,930,1954,1800,5102
15208,2329700440,155000.0,3,1.5,970,8400,1.0,970,0,1966,1230,8400
20158,1773100275,205000.0,2,1.5,830,1020,2.0,830,0,2006,830,1379
1557,7852160070,937500.0,5,3.75,4210,14599,2.0,4210,0,2004,3950,13591
11295,2141330560,671500.0,4,2.25,2130,8410,2.0,2130,0,1977,2170,8400
17423,2505500009,565000.0,4,2.0,2040,8281,2.0,2040,0,1961,2560,8281
8932,8647800150,273000.0,3,2.25,2160,7964,2.0,2160,0,1991,2000,7964
11449,4337000200,228900.0,4,1.5,1570,8775,1.0,1570,0,1943,980,8775
6463,9264901680,188000.0,3,1.75,1660,7350,1.0,1660,0,1979,1840,7673
9634,1773101050,290000.0,3,1.0,960,4560,1.0,960,0,1968,970,4800
17768,9320990120,345000.0,4,2.5,2040,5523,2.0,2040,0,1999,1720,6646
6687,8856960280,350000.0,3,2.25,1860,8378,2.0,1860,0,1995,1870,8378
5473,5589300585,325000.0,3,1.0,1050,9083,1.0,1050,0,1951,1440,9071
15081,7935000595,939000.0,3,3.5,2450,9248,2.0,1960,490,1933,2620,10207
21282,7203150080,706000.0,4,2.5,2510,5436,2.0,2510,0,2011,2520,5436
11825,5616000030,335000.0,4,2.5,1980,4745,2.0,1980,0,2004,1980,4878
16817,825059178,2574000.0,4,3.75,4475,20424,2.0,2659,1816,1999,4340,5250
20622,6666830390,779380.0,5,2.5,2590,7084,2.0,2590,0,2014,3010,4823
21353,8732900840,667000.0,3,2.5,2510,3819,2.0,2510,0,2007,2520,3990
2157,2095800520,550000.0,3,2.5,2250,7752,2.0,2250,0,1988,2080,7033
18385,1771000760,319000.0,3,1.0,1390,12823,1.0,1390,0,1968,1390,10095
19209,1901600090,359000.0,5,1.75,1940,6654,1.5,1940,0,1953,2300,9500
5201,8857600680,285900.0,5,1.5,1690,7725,1.5,1690,0,1961,1690,7739
9835,4038700830,575000.0,4,1.75,2330,8800,1.0,1260,1070,1961,2270,8800
20851,8956200070,447500.0,4,2.5,2425,9017,2.0,2425,0,2013,2725,7019
16580,8081500050,1810000.0,5,2.5,4250,20441,1.0,2490,1760,1984,3620,16304
2814,567000755,450000.0,2,3.0,1790,1709,2.0,1400,390,2001,1460,1462
1697,424069264,749000.0,4,2.5,2930,18199,2.0,2930,0,1998,2930,33976
19281,1564000410,781500.0,4,2.5,3440,6332,2.0,3440,0,2001,3310,6528
12865,2817100910,385000.0,3,2.0,1590,9912,2.0,1590,0,2000,1670,9912
15178,3303960080,972800.0,5,3.25,3500,10457,2.0,3500,0,2001,3500,11734
1066,3340401535,140000.0,1,1.0,730,6890,1.0,730,0,1926,1790,7969
14049,1622059095,292000.0,3,1.75,1730,11325,1.0,1730,0,1972,2030,17859
2439,3278601940,349950.0,2,3.25,1570,2031,2.0,1310,260,2006,1570,2039
13092,7202380120,482500.0,3,2.5,1690,3068,2.0,1690,0,2005,1690,3260
20189,745500010,730000.0,4,2.75,3800,9606,2.0,3800,0,2008,3400,9677
13720,6608500220,410000.0,3,1.75,1340,9975,1.0,1340,0,1961,1340,10050
8377,8024201055,404500.0,2,1.0,800,5080,1.0,800,0,1938,1560,5110
11548,8929000140,491234.0,4,2.5,1540,1860,2.0,1540,0,2014,1210,1090
2782,859000160,375000.0,4,2.0,1720,2410,1.0,970,750,1930,1160,1404
7558,8673400061,382000.0,2,1.5,1070,877,3.0,1070,0,2005,1320,1193
3934,1269200229,1379900.0,3,3.25,3786,38038,1.0,1934,1852,1978,2850,33361
17593,6705850300,754999.0,4,2.5,3010,9323,2.0,3010,0,1992,2840,8413
2039,3395040550,320000.0,3,2.5,1530,2890,2.0,1530,0,2001,1540,2890
2360,1697000370,234000.0,3,1.0,1040,8122,1.0,1040,0,1971,1470,8676
13352,5245600120,257500.0,3,1.0,1690,13825,1.0,1210,480,1955,1190,9450
14311,8892900180,250000.0,3,1.75,1160,6134,1.0,1160,0,1998,1330,6301
7625,1794500360,865000.0,2,1.0,1470,5400,1.5,1470,0,1912,1760,3573
20035,2025049192,527500.0,3,2.5,1380,1389,3.0,1380,0,2008,1380,1249
14526,1930301325,1025000.0,3,2.75,2780,4000,2.0,1960,820,1904,1490,4800
16552,4217402162,1185000.0,3,2.25,2390,7875,1.0,1980,410,1948,3720,9075
19154,8126300410,650000.0,4,1.75,2390,12000,1.0,1470,920,1979,2110,12000
19443,3345700215,595000.0,3,2.75,3290,22649,2.0,3290,0,1993,2750,6119
10212,2887701420,489000.0,2,1.0,850,2850,1.0,850,0,1927,1450,4015
14306,2887701251,392800.0,2,1.0,740,4275,1.0,740,0,1924,1900,4275
12691,4036100175,689000.0,4,2.5,2440,11700,1.0,1480,960,1961,2140,10807
13548,6762700515,1475000.0,3,2.5,2570,5000,2.0,2570,0,1984,1570,5000
14640,3192000085,180000.0,3,1.0,1010,10215,1.0,1010,0,1955,1320,10245
9375,226059096,1565000.0,5,4.5,5220,67319,2.0,5220,0,2001,4190,40609
3287,9238900855,700000.0,2,1.0,930,5000,1.0,930,0,1926,1760,5228
7449,6706200130,343000.0,3,1.75,2210,7920,1.0,1400,810,1966,2220,7920
17452,2744000010,287600.0,3,2.5,1950,8251,2.0,1950,0,1990,1540,8588
16144,7202271060,610000.0,4,2.5,2980,5896,2.0,2980,0,2001,2900,5712
18692,7923200150,537000.0,4,1.75,2230,7957,1.0,2230,0,1967,2230,8040
